ablation_group,alpha,beta,block,components,dataset_key,dataset_path,disabled_metadata,gamma,limit,max_new_tokens,metric_cancelled_retrieval_rate,metric_contradiction,metric_evidence_f1,metric_evidence_precision,metric_evidence_recall,metric_exact_accuracy,metric_exact_evidence_hit,metric_expired_retrieval_rate,metric_gen_sec,metric_invalid_retrieval_rate,metric_latency_sec,metric_n,metric_prompt_chars,metric_relaxed_accuracy,metric_retrieval_sec,metric_retrieved_chars,metric_retrieved_count,metric_superseded_retrieval_rate,model_key,model_path,note,regime,retriever,run_id,run_type,suite_status,suite_wall_sec,top_k
,0.6,0.3,C_main_llm_timebound,,timebound_long,synthetic/timebound_long.jsonl,,0.3,,64,0.021333333333333333,0.0,0.5415,0.41966666666666663,0.819,0.0,0.0,0.025,0.5372341690063477,0.15166666666666664,,1000,981.421,0.0,0.0017359673976898194,158.156,3.0,0.10533333333333333,qwen25_7b,models/Qwen__Qwen2.5-7B-Instruct,Main local LLM reader run on TimeBound-Long,timebound_rag,,C_llm_timebound_qwen25_7b_timebound_rag,llm,ok,549.413,3
,0.6,0.3,C_main_llm_timebound,,timebound_long,synthetic/timebound_long.jsonl,,0.3,,64,0.0625,0.0,1.0,1.0,1.0,0.0,1.0,0.125,0.4199000482559204,0.4375,,1000,743.257,0.0,2.3941516876220705e-05,80.601,1.5,0.25,qwen25_7b,models/Qwen__Qwen2.5-7B-Instruct,Main local LLM reader run on TimeBound-Long,oracle_evidence,,C_llm_timebound_qwen25_7b_oracle_evidence,llm,ok,430.118,3
,0.6,0.3,C_main_llm_timebound,,timebound_long,synthetic/timebound_long.jsonl,,0.3,,64,0.003861975969592814,0.123,0.09798022071982743,0.051835974933382586,1.0,0.251,0.0,0.3192527050675885,1.377279132604599,0.3348321037396553,,1000,5230.88,0.416,3.84519100189209e-05,1527.373,29.807,0.011717422702473944,mistral_7b_v03,models/mistralai__Mistral-7B-Instruct-v0.3,Main local LLM reader run on TimeBound-Long,full_history,,C_llm_timebound_mistral_7b_v03_full_history,llm,ok,1393.193,3
,0.6,0.3,C_main_llm_timebound,,timebound_long,synthetic/timebound_long.jsonl,,0.3,,64,0.041333333333333326,0.111,0.5768000000000001,0.439,0.9085,0.215,0.0,0.20766666666666667,0.997490507364273,0.37366666666666665,,1000,853.798,0.355,0.001572667360305786,154.02,3.0,0.12466666666666666,mistral_7b_v03,models/mistralai__Mistral-7B-Instruct-v0.3,Main local LLM reader run on TimeBound-Long,semantic_rag,,C_llm_timebound_mistral_7b_v03_semantic_rag,llm,ok,1008.124,3
,0.6,0.3,C_main_llm_timebound,,timebound_long,synthetic/timebound_long.jsonl,,0.3,,64,0.0,0.146,0.0,0.0,0.0,0.0,0.0,0.3296666666666666,0.9836511623859405,0.3296666666666666,,1000,857.292,0.002,0.001455907106399536,153.226,3.0,0.0,mistral_7b_v03,models/mistralai__Mistral-7B-Instruct-v0.3,Main local LLM reader run on TimeBound-Long,recency_rag,,C_llm_timebound_mistral_7b_v03_recency_rag,llm,ok,994.165,3
,0.6,0.3,C_main_llm_timebound,,timebound_long,synthetic/timebound_long.jsonl,,0.3,,64,0.0,0.135,0.2538,0.18133333333333332,0.453,0.205,0.0,0.30666666666666664,1.1631694550514222,0.368,,1000,859.036,0.256,0.0016379821300506591,154.678,3.0,0.06133333333333333,mistral_7b_v03,models/mistralai__Mistral-7B-Instruct-v0.3,Main local LLM reader run on TimeBound-Long,semantic_recency_rag,,C_llm_timebound_mistral_7b_v03_semantic_recency_rag,llm,ok,1174.771,3
,0.6,0.3,C_main_llm_timebound,,timebound_long,synthetic/timebound_long.jsonl,,0.3,,64,0.021333333333333333,0.114,0.5415,0.41966666666666663,0.819,0.313,0.0,0.025,1.0656244151592256,0.15166666666666664,,1000,850.421,0.531,0.0016339881420135499,158.156,3.0,0.10533333333333333,mistral_7b_v03,models/mistralai__Mistral-7B-Instruct-v0.3,Main local LLM reader run on TimeBound-Long,timebound_rag,,C_llm_timebound_mistral_7b_v03_timebound_rag,llm,ok,1078.055,3
,0.6,0.3,C_main_llm_timebound,,timebound_long,synthetic/timebound_long.jsonl,,0.3,,64,0.0625,0.118,1.0,1.0,1.0,0.445,1.0,0.125,0.6501029176712037,0.4375,,1000,612.257,0.597,2.8824806213378908e-05,80.601,1.5,0.25,mistral_7b_v03,models/mistralai__Mistral-7B-Instruct-v0.3,Main local LLM reader run on TimeBound-Long,oracle_evidence,,C_llm_timebound_mistral_7b_v03_oracle_evidence,llm,ok,660.07,3
,0.6,0.3,D_external_diagnostics,,tcp,converted_external_clean/tcp_timebound_clean.jsonl,,0.3,,64,0.0,,0.14166666666666666,0.09444444444444444,0.2833333333333333,,0.0,0.0,,0.0,0.0010675708452860513,600,,,,363.23,3.0,0.0,,,External retrieval-capable diagnostic,,semantic,D_external_retrieval_tcp_semantic,retrieval,ok,0.805,3
,0.6,0.3,D_external_diagnostics,,tcp,converted_external_clean/tcp_timebound_clean.jsonl,,0.3,,64,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0009343214829762777,600,,,,337.22,3.0,0.0,,,External retrieval-capable diagnostic,,recency,D_external_retrieval_tcp_recency,retrieval,ok,0.695,3
,0.6,0.3,D_external_diagnostics,,tcp,converted_external_clean/tcp_timebound_clean.jsonl,,0.3,,64,0.0,,0.0008333333333333334,0.0005555555555555556,0.0016666666666666668,,0.0,0.0,,0.0,0.0009985979398091634,600,,,,367.66333333333336,3.0,0.0,,,External retrieval-capable diagnostic,,semantic_recency,D_external_retrieval_tcp_semantic_recency,retrieval,ok,0.741,3
,0.6,0.3,D_external_diagnostics,,tcp,converted_external_clean/tcp_timebound_clean.jsonl,,0.3,,64,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0010023566087086996,600,,,,365.1483333333333,3.0,0.0,,,External retrieval-capable diagnostic,,chronological,D_external_retrieval_tcp_chronological,retrieval,ok,0.745,3
,0.6,0.3,D_external_diagnostics,,tcp,converted_external_clean/tcp_timebound_clean.jsonl,,0.3,,64,0.0,,0.14166666666666666,0.09444444444444444,0.2833333333333333,,0.0,0.0,,0.0,0.0010886689027150471,600,,,,363.23,3.0,0.0,,,External retrieval-capable diagnostic,,timebound,D_external_retrieval_tcp_timebound,retrieval,ok,0.796,3
,0.6,0.3,D_external_diagnostics,,locomo,converted_external_clean/locomo_timebound_clean.jsonl,,0.3,,64,0.0,,0.023,0.015333333333333332,0.046,,0.0,0.0,,0.0,0.0022800331115722656,500,,,,388.452,3.0,0.0,,,External retrieval-capable diagnostic,,semantic,D_external_retrieval_locomo_semantic,retrieval,ok,1.335,3
,0.6,0.3,D_external_diagnostics,,locomo,converted_external_clean/locomo_timebound_clean.jsonl,,0.3,,64,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.002276294708251953,500,,,,163.164,3.0,0.0,,,External retrieval-capable diagnostic,,recency,D_external_retrieval_locomo_recency,retrieval,ok,1.332,3
,0.6,0.3,D_external_diagnostics,,locomo,converted_external_clean/locomo_timebound_clean.jsonl,,0.3,,64,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.002118881702423096,500,,,,323.404,3.0,0.0,,,External retrieval-capable diagnostic,,semantic_recency,D_external_retrieval_locomo_semantic_recency,retrieval,ok,1.237,3
,0.6,0.3,D_external_diagnostics,,locomo,converted_external_clean/locomo_timebound_clean.jsonl,,0.3,,64,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0021316671371459962,500,,,,377.83,3.0,0.0,,,External retrieval-capable diagnostic,,chronological,D_external_retrieval_locomo_chronological,retrieval,ok,1.239,3
,0.6,0.3,D_external_diagnostics,,locomo,converted_external_clean/locomo_timebound_clean.jsonl,,0.3,,64,0.0,,0.023,0.015333333333333332,0.046,,0.0,0.0,,0.0,0.002273630142211914,500,,,,388.452,3.0,0.0,,,External retrieval-capable diagnostic,,timebound,D_external_retrieval_locomo_timebound,retrieval,ok,1.321,3
,0.6,0.3,D_external_diagnostics,,tempreason,converted_external_clean/tempreason_timebound_clean.jsonl,,0.3,,64,0.0,0.0,0.0,0.0,0.0,0.0031,0.0,0.0,0.4635074698448181,0.0,,10000,315.3098,0.0059,1.004195213317871e-06,0.0,0.0,0.0,qwen25_coder_1p5b,models/Qwen__Qwen2.5-Coder-1.5B-Instruct,External reader-only diagnostic,query_only,,D_external_reader_tempreason_qwen25_coder_1p5b_query_only,llm,ok,4659.02,0
,0.6,0.3,D_external_diagnostics,,tempreason,converted_external_clean/tempreason_timebound_clean.jsonl,,0.3,,64,0.0,0.0,0.0,0.0,0.0,0.0946,0.0,0.0,0.34539306621551513,0.0,,10000,315.3098,0.101,9.070396423339843e-07,0.0,0.0,0.0,qwen25_coder_7b,models/Qwen__Qwen2.5-Coder-7B-Instruct,External reader-only diagnostic,query_only,,D_external_reader_tempreason_qwen25_coder_7b_query_only,llm,ok,3480.241,0
,0.6,0.3,D_external_diagnostics,,tempreason,converted_external_clean/tempreason_timebound_clean.jsonl,,0.3,,64,0.0,0.0,0.0,0.0,0.0,0.1283,0.0,0.0,0.37581032338142395,0.0,,10000,315.3098,0.136,9.875059127807616e-07,0.0,0.0,0.0,qwen25_7b,models/Qwen__Qwen2.5-7B-Instruct,External reader-only diagnostic,query_only,,D_external_reader_tempreason_qwen25_7b_query_only,llm,ok,3787.047,0
,0.6,0.3,D_external_diagnostics,,tempreason,converted_external_clean/tempreason_timebound_clean.jsonl,,0.3,,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7945041195631027,0.0,,10000,184.3098,0.0,8.165121078491211e-07,0.0,0.0,0.0,mistral_7b_v03,models/mistralai__Mistral-7B-Instruct-v0.3,External reader-only diagnostic,query_only,,D_external_reader_tempreason_mistral_7b_v03_query_only,llm,ok,7968.522,0
,0.6,0.3,D_external_diagnostics,,complextr,converted_external_clean/complextr_timebound_clean.jsonl,,0.3,,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43522518601461024,0.0,,329,347.8206686930091,0.0243161094224924,6.956894709346504e-07,0.0,0.0,0.0,qwen25_coder_1p5b,models/Qwen__Qwen2.5-Coder-1.5B-Instruct,External reader-only diagnostic,query_only,,D_external_reader_complextr_qwen25_coder_1p5b_query_only,llm,ok,145.13,0
,0.6,0.3,D_external_diagnostics,,complextr,converted_external_clean/complextr_timebound_clean.jsonl,,0.3,,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3663440902907073,0.0,,329,347.8206686930091,0.030395136778115502,6.188737585189495e-07,0.0,0.0,0.0,qwen25_coder_7b,models/Qwen__Qwen2.5-Coder-7B-Instruct,External reader-only diagnostic,query_only,,D_external_reader_complextr_qwen25_coder_7b_query_only,llm,ok,125.893,0
,0.6,0.3,D_external_diagnostics,,complextr,converted_external_clean/complextr_timebound_clean.jsonl,,0.3,,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5376581783352652,0.0,,329,347.8206686930091,0.03343465045592705,6.797465872257314e-07,0.0,0.0,0.0,qwen25_7b,models/Qwen__Qwen2.5-7B-Instruct,External reader-only diagnostic,query_only,,D_external_reader_complextr_qwen25_7b_query_only,llm,ok,182.611,0
,0.6,0.3,D_external_diagnostics,,complextr,converted_external_clean/complextr_timebound_clean.jsonl,,0.3,,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0695814513870285,0.0,,329,216.8206686930091,0.0,7.181544434335819e-07,0.0,0.0,0.0,mistral_7b_v03,models/mistralai__Mistral-7B-Instruct-v0.3,External reader-only diagnostic,query_only,,D_external_reader_complextr_mistral_7b_v03_query_only,llm,ok,357.157,0
,0.6,0.3,D_external_diagnostics,,tcp,converted_external_clean/tcp_timebound_clean.jsonl,,0.3,,64,0.0,0.0,0.14166666666666666,0.09444444444444444,0.2833333333333333,0.0,0.0,0.0,0.33663809299468994,0.0,,600,1285.695,0.0,0.000953890085220337,363.23,3.0,0.0,qwen25_coder_1p5b,models/Qwen__Qwen2.5-Coder-1.5B-Instruct,External reader diagnostic with retrieval context,semantic_rag,,D_external_reader_tcp_qwen25_coder_1p5b_semantic_rag,llm,ok,205.319,3
,0.6,0.3,D_external_diagnostics,,tcp,converted_external_clean/tcp_timebound_clean.jsonl,,0.3,,64,0.0,0.0,0.14166666666666666,0.09444444444444444,0.2833333333333333,0.0,0.0,0.0,0.33726935148239134,0.0,,600,1285.695,0.0,0.0009844160079956054,363.23,3.0,0.0,qwen25_coder_1p5b,models/Qwen__Qwen2.5-Coder-1.5B-Instruct,External reader diagnostic with retrieval context,timebound_rag,,D_external_reader_tcp_qwen25_coder_1p5b_timebound_rag,llm,ok,205.544,3
,0.6,0.3,D_external_diagnostics,,tcp,converted_external_clean/tcp_timebound_clean.jsonl,,0.3,,64,0.0,0.0,0.14166666666666666,0.09444444444444444,0.2833333333333333,0.0,0.0,0.0,0.4239615766207377,0.0,,600,1285.695,0.0,0.0009685778617858887,363.23,3.0,0.0,qwen25_coder_7b,models/Qwen__Qwen2.5-Coder-7B-Instruct,External reader diagnostic with retrieval context,semantic_rag,,D_external_reader_tcp_qwen25_coder_7b_semantic_rag,llm,ok,261.225,3
,0.6,0.3,D_external_diagnostics,,tcp,converted_external_clean/tcp_timebound_clean.jsonl,,0.3,,64,0.0,0.0,0.14166666666666666,0.09444444444444444,0.2833333333333333,0.0,0.0,0.0,0.4356104902426402,0.0,,600,1285.695,0.0,0.0010152252515157063,363.23,3.0,0.0,qwen25_coder_7b,models/Qwen__Qwen2.5-Coder-7B-Instruct,External reader diagnostic with retrieval context,timebound_rag,,D_external_reader_tcp_qwen25_coder_7b_timebound_rag,llm,ok,268.483,3
,0.6,0.3,D_external_diagnostics,,tcp,converted_external_clean/tcp_timebound_clean.jsonl,,0.3,,64,0.0,0.0,0.14166666666666666,0.09444444444444444,0.2833333333333333,0.0,0.0,0.0,1.0270489823818207,0.0,,600,1285.695,0.0,0.001000978946685791,363.23,3.0,0.0,qwen25_7b,models/Qwen__Qwen2.5-7B-Instruct,External reader diagnostic with retrieval context,semantic_rag,,D_external_reader_tcp_qwen25_7b_semantic_rag,llm,ok,623.657,3
,0.6,0.3,D_external_diagnostics,,tcp,converted_external_clean/tcp_timebound_clean.jsonl,,0.3,,64,0.0,0.0,0.14166666666666666,0.09444444444444444,0.2833333333333333,0.0,0.0,0.0,1.0089923123518625,0.0,,600,1285.695,0.0,0.0009931560357411703,363.23,3.0,0.0,qwen25_7b,models/Qwen__Qwen2.5-7B-Instruct,External reader diagnostic with retrieval context,timebound_rag,,D_external_reader_tcp_qwen25_7b_timebound_rag,llm,ok,612.963,3
,0.6,0.3,D_external_diagnostics,,tcp,converted_external_clean/tcp_timebound_clean.jsonl,,0.3,,64,0.0,0.0,0.14166666666666666,0.09444444444444444,0.2833333333333333,0.0,0.0,0.0,1.7832732319831848,0.0,,600,1154.695,0.0016666666666666668,0.0010155216852823893,363.23,3.0,0.0,mistral_7b_v03,models/mistralai__Mistral-7B-Instruct-v0.3,External reader diagnostic with retrieval context,semantic_rag,,D_external_reader_tcp_mistral_7b_v03_semantic_rag,llm,ok,1077.009,3
,0.6,0.3,D_external_diagnostics,,tcp,converted_external_clean/tcp_timebound_clean.jsonl,,0.3,,64,0.0,0.0,0.14166666666666666,0.09444444444444444,0.2833333333333333,0.0,0.0,0.0,1.749888083934784,0.0,,600,1154.695,0.0016666666666666668,0.0010121548175811767,363.23,3.0,0.0,mistral_7b_v03,models/mistralai__Mistral-7B-Instruct-v0.3,External reader diagnostic with retrieval context,timebound_rag,,D_external_reader_tcp_mistral_7b_v03_timebound_rag,llm,ok,1057.103,3
,0.6,0.3,D_external_diagnostics,,locomo,converted_external_clean/locomo_timebound_clean.jsonl,,0.3,,64,0.0,0.0,0.023,0.015333333333333332,0.046,0.0,0.0,0.0,0.2889844207763672,0.0,,500,1215.82,0.004,0.0018684372901916504,388.452,3.0,0.0,qwen25_coder_1p5b,models/Qwen__Qwen2.5-Coder-1.5B-Instruct,External reader diagnostic with retrieval context,semantic_rag,,D_external_reader_locomo_qwen25_coder_1p5b_semantic_rag,llm,ok,147.954,3
,0.6,0.3,D_external_diagnostics,,locomo,converted_external_clean/locomo_timebound_clean.jsonl,,0.3,,64,0.0,0.0,0.023,0.015333333333333332,0.046,0.0,0.0,0.0,0.2951257457733154,0.0,,500,1215.82,0.004,0.001975771903991699,388.452,3.0,0.0,qwen25_coder_1p5b,models/Qwen__Qwen2.5-Coder-1.5B-Instruct,External reader diagnostic with retrieval context,timebound_rag,,D_external_reader_locomo_qwen25_coder_1p5b_timebound_rag,llm,ok,150.869,3
,0.6,0.3,D_external_diagnostics,,locomo,converted_external_clean/locomo_timebound_clean.jsonl,,0.3,,64,0.0,0.0,0.023,0.015333333333333332,0.046,0.0,0.0,0.0,0.6218104019165039,0.0,,500,1215.82,0.004,0.0019624619483947755,388.452,3.0,0.0,qwen25_coder_7b,models/Qwen__Qwen2.5-Coder-7B-Instruct,External reader diagnostic with retrieval context,semantic_rag,,D_external_reader_locomo_qwen25_coder_7b_semantic_rag,llm,ok,317.965,3
,0.6,0.3,D_external_diagnostics,,locomo,converted_external_clean/locomo_timebound_clean.jsonl,,0.3,,64,0.0,0.0,0.023,0.015333333333333332,0.046,0.0,0.0,0.0,0.6161915497779846,0.0,,500,1215.82,0.004,0.00199278450012207,388.452,3.0,0.0,qwen25_coder_7b,models/Qwen__Qwen2.5-Coder-7B-Instruct,External reader diagnostic with retrieval context,timebound_rag,,D_external_reader_locomo_qwen25_coder_7b_timebound_rag,llm,ok,315.352,3
,0.6,0.3,D_external_diagnostics,,locomo,converted_external_clean/locomo_timebound_clean.jsonl,,0.3,,64,0.0,0.0,0.023,0.015333333333333332,0.046,0.0,0.0,0.0,0.9308111772537232,0.0,,500,1215.82,0.004,0.001913719654083252,388.452,3.0,0.0,qwen25_7b,models/Qwen__Qwen2.5-7B-Instruct,External reader diagnostic with retrieval context,semantic_rag,,D_external_reader_locomo_qwen25_7b_semantic_rag,llm,ok,472.916,3
,0.6,0.3,D_external_diagnostics,,locomo,converted_external_clean/locomo_timebound_clean.jsonl,,0.3,,64,0.0,0.0,0.023,0.015333333333333332,0.046,0.0,0.0,0.0,0.9587511715888977,0.0,,500,1215.82,0.004,0.0019973878860473633,388.452,3.0,0.0,qwen25_7b,models/Qwen__Qwen2.5-7B-Instruct,External reader diagnostic with retrieval context,timebound_rag,,D_external_reader_locomo_qwen25_7b_timebound_rag,llm,ok,486.699,3
,0.6,0.3,D_external_diagnostics,,locomo,converted_external_clean/locomo_timebound_clean.jsonl,,0.3,,64,0.0,0.004,0.023,0.015333333333333332,0.046,0.002,0.0,0.0,0.6499236655235291,0.0,,500,1084.82,0.008,0.001974881649017334,388.452,3.0,0.0,mistral_7b_v03,models/mistralai__Mistral-7B-Instruct-v0.3,External reader diagnostic with retrieval context,semantic_rag,,D_external_reader_locomo_mistral_7b_v03_semantic_rag,llm,ok,331.996,3
,0.6,0.3,D_external_diagnostics,,locomo,converted_external_clean/locomo_timebound_clean.jsonl,,0.3,,64,0.0,0.004,0.023,0.015333333333333332,0.046,0.002,0.0,0.0,0.6315615878105164,0.0,,500,1084.82,0.008,0.0020597014427185057,388.452,3.0,0.0,mistral_7b_v03,models/mistralai__Mistral-7B-Instruct-v0.3,External reader diagnostic with retrieval context,timebound_rag,,D_external_reader_locomo_mistral_7b_v03_timebound_rag,llm,ok,322.828,3
